Location, LOC
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/jdbc/JDBCClob.java,14
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/lib/IntKeyHashMapConcurrent.java,5
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/types/BlobDataID.java,42
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/persist/RowStoreAVLHybridExtended.java,40
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/map/BaseHashMap.java,148
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/test/TestJDBCSavepoints.java,112
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/Expression.java,72
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/test/JDBCBench.java,272
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/TransactionManagerMVCC.java,149
/hsqldb-2.3.1/hsqldb-2.3.1/hsqldb/src/org/hsqldb/test/TestDateTime.java,84
